MacroPlot Name,Monitoring Status,Date,Index,Transect,Quadrat,Status,SizeCl,AgeCl,Count,Height,SubFrac,Comment,UV1,UV2,UV3,NumTran,NumQuadTran,QuadLen,QuadWid,Area,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Species Symbol,Visited
201,Initial,8/19/2002 12:00:00 AM,27,1,3,L,SDL,,1,,0.1,,,,,,,,,,,,,,,,MYCE,
201,Initial,8/19/2002 12:00:00 AM,28,1,3,L,SS,,13,,0.1,,,,,,,,,,,,,,,,LIST,
201,Initial,8/19/2002 12:00:00 AM,29,1,3,L,SDL,,12,,0.1,,,,,,,,,,,,,,,,LIST,
201,Initial,8/19/2002 12:00:00 AM,30,1,4,L,SS,,2,,0.1,,,,,,,,,,,,,,,,LIST,
201,Initial,8/19/2002 12:00:00 AM,31,1,4,L,SDL,,7,,0.1,,,,,,,,,,,,,,,,RHCA,
201,Initial,8/19/2002 12:00:00 AM,32,1,4,L,SDL,,1,,0.1,,,,,,,,,,,,,,,,VAAR,
201,Initial,8/19/2002 12:00:00 AM,33,1,4,L,SDL,,1,,0.1,,,,,,,,,,,,,,,,QUST,
201,Initial,8/19/2002 12:00:00 AM,34,1,4,L,SDL,,2,,0.1,,,,,,,,,,,,,,,,PEBO,
201,Initial,8/19/2002 12:00:00 AM,35,1,4,L,SDL,,1,,0.1,,,,,,,,,,,,,,,,ILVO,
201,Initial,8/19/2002 12:00:00 AM,36,1,4,L,SS,,8,,0.1,,,,,,,,,,,,,,,,MYCE,
201,Initial,8/19/2002 12:00:00 AM,37,1,4,L,SS,,1,,0.1,,,,,,,,,,,,,,,,ILVO,
201,Initial,8/19/2002 12:00:00 AM,38,1,4,L,SDL,,8,,0.1,,,,,,,,,,,,,,,,MYCE,
201,Initial,8/19/2002 12:00:00 AM,39,1,4,L,SDL,,13,,0.1,,,,,,,,,,,,,,,,SAAL,
201,Initial,8/19/2002 12:00:00 AM,40,1,4,L,SDL,,1,,0.1,,,,,,,,,,,,,,,,MAVI,
201,Initial,8/19/2002 12:00:00 AM,41,1,4,L,SS,,5,,0.1,,,,,,,,,,,,,,,,CAAM,
201,Initial,8/19/2002 12:00:00 AM,42,1,4,L,SS,,7,,0.1,,,,,,,,,,,,,,,,VAAR,
201,Initial,8/19/2002 12:00:00 AM,43,1,4,L,SS,,10,,0.1,,,,,,,,,,,,,,,,RHCA,
201,Initial,8/19/2002 12:00:00 AM,44,1,5,L,SDL,,1,,0.1,,,,,,,,,,,,,,,,PIPA,
201,Initial,8/19/2002 12:00:00 AM,45,1,5,L,SDL,,34,,0.1,,,,,,,,,,,,,,,,MYCE,
201,Initial,8/19/2002 12:00:00 AM,46,1,5,L,SDL,,4,,0.1,,,,,,,,,,,,,,,,QUMA,
201,Initial,8/19/2002 12:00:00 AM,47,1,5,L,SDL,,3,,0.1,,,,,,,,,,,,,,,,ILVO,
201,Initial,8/19/2002 12:00:00 AM,48,1,5,L,SDL,,7,,0.1,,,,,,,,,,,,,,,,PEBO,
201,Initial,8/19/2002 12:00:00 AM,49,1,5,L,SDL,,1,,0.1,,,,,,,,,,,,,,,,ACRU,
201,Initial,8/19/2002 12:00:00 AM,50,1,5,L,SS,,6,,0.1,,,,,,,,,,,,,,,,MYCE,
201,Initial,8/19/2002 12:00:00 AM,51,1,5,L,SS,,2,,0.1,,,,,,,,,,,,,,,,QUMA,
201,Initial,8/19/2002 12:00:00 AM,52,1,1,L,LG2,,3,,0.1,,,,,,,,,,,,,,,,ILVO,
201,Initial,8/19/2002 12:00:00 AM,53,1,1,L,LG1,,3,,0.1,,,,,,,,,,,,,,,,PEBO,
201,Initial,8/19/2002 12:00:00 AM,54,1,1,L,LG1,,2,,0.1,,,,,,,,,,,,,,,,ILVO,
201,Initial,8/19/2002 12:00:00 AM,55,1,1,L,LG1,,1,,0.1,,,,,,,,,,,,,,,,QUMA,
201,Initial,8/19/2002 12:00:00 AM,56,1,1,L,LG1,,1,,0.1,,,,,,,,,,,,,,,,LIST,
201,Initial,8/19/2002 12:00:00 AM,57,1,1,L,LG1,,2,,0.1,,,,,,,,,,,,,,,,CAAM,
201,Initial,8/19/2002 12:00:00 AM,58,1,1,L,LG1,,4,,0.1,,,,,,,,,,,,,,,,VAAR,
201,Initial,8/19/2002 12:00:00 AM,59,1,1,L,LG2,,1,,0.1,,,,,,,,,,,,,,,,LIST,
201,Initial,8/19/2002 12:00:00 AM,60,1,2,L,LG1,,3,,0.1,,,,,,,,,,,,,,,,LIST,
201,Initial,8/19/2002 12:00:00 AM,61,1,2,L,LG1,,1,,0.1,,,,,,,,,,,,,,,,MAVI,
201,Initial,8/19/2002 12:00:00 AM,62,1,2,L,LG1,,4,,0.1,,,,,,,,,,,,,,,,LIST,
201,Initial,8/19/2002 12:00:00 AM,63,1,2,L,LG1,,1,,0.1,,,,,,,,,,,,,,,,CAAM,
201,Initial,8/19/2002 12:00:00 AM,64,1,2,L,LG1,,1,,0.1,,,,,,,,,,,,,,,,QUMA,
201,Initial,8/19/2002 12:00:00 AM,65,1,2,L,LG2,,4,,0.1,,,,,,,,,,,,,,,,ILVO,
201,Initial,8/19/2002 12:00:00 AM,66,1,3,L,LG1,,5,,0.1,,,,,,,,,,,,,,,,LIST,
201,Initial,8/19/2002 12:00:00 AM,67,1,3,L,LG1,,1,,0.1,,,,,,,,,,,,,,,,ILVO,
201,Initial,8/19/2002 12:00:00 AM,68,1,4,L,LG1,,4,,0.1,,,,,,,,,,,,,,,,VAAR,
201,Initial,8/19/2002 12:00:00 AM,69,1,4,L,LG1,,2,,0.1,,,,,,,,,,,,,,,,CAAM,
201,Initial,8/19/2002 12:00:00 AM,70,1,4,L,LG2,,2,,0.1,,,,,,,,,,,,,,,,LIST,
201,Initial,8/19/2002 12:00:00 AM,71,1,4,L,LG2,,1,,0.1,,,,,,,,,,,,,,,,QUST,
201,Initial,8/19/2002 12:00:00 AM,72,1,5,L,LG1,,1,,0.1,,,,,,,,,,,,,,,,ACRU,
201,Initial,8/19/2002 12:00:00 AM,73,1,5,L,LG1,,1,,0.1,,,,,,,,,,,,,,,,ILVO,
201,Initial,8/19/2002 12:00:00 AM,74,1,5,L,LG2,,2,,0.1,,,,,,,,,,,,,,,,PEBO,
201,Initial,8/19/2002 12:00:00 AM,75,1,5,L,LG1,,1,,0.1,,,,,,,,,,,,,,,,UNK,
201,Initial,8/19/2002 12:00:00 AM,76,1,5,L,LG1,,1,,0.1,,,,,,,,,,,,,,,,SAAL,
201,Initial,8/19/2002 12:00:00 AM,77,1,5,L,LG1,,5,,0.1,,,,,,,,,,,,,,,,PEBO,
201,Initial,8/19/2002 12:00:00 AM,78,1,1,L,WD2,,1,,0.1,,,,,,,,,,,,,,,,PEBO,
201,Initial,8/19/2002 12:00:00 AM,79,1,1,L,WD2,,1,,0.1,,,,,,,,,,,,,,,,QUIN,
201,Initial,8/19/2002 12:00:00 AM,80,1,1,L,WD1,,6,,0.1,,,,,,,,,,,,,,,,PEBO,
201,Initial,8/19/2002 12:00:00 AM,81,1,1,L,WD1,,28,,0.1,,,,,,,,,,,,,,,,ILVO,
201,Initial,8/19/2002 12:00:00 AM,82,1,1,L,WD2,,6,,0.1,,,,,,,,,,,,,,,,ILVO,
201,Initial,8/19/2002 12:00:00 AM,83,1,1,L,WD1,,1,,0.1,,,,,,,,,,,,,,,,LIST,
201,Initial,8/19/2002 12:00:00 AM,84,1,1,L,WD1,,1,,0.1,,,,,,,,,,,,,,,,ACRU,
201,Initial,8/19/2002 12:00:00 AM,85,1,2,L,WD1,,2,,0.1,,,,,,,,,,,,,,,,MAVI,
201,Initial,8/19/2002 12:00:00 AM,86,1,2,L,WD1,,3,,0.1,,,,,,,,,,,,,,,,ILVO,
201,Initial,8/19/2002 12:00:00 AM,87,1,2,L,WD2,,3,,0.1,,,,,,,,,,,,,,,,LIST,
201,Initial,8/19/2002 12:00:00 AM,88,1,2,L,WD2,,1,,0.1,,,,,,,,,,,,,,,,QUIN,
201,Initial,8/19/2002 12:00:00 AM,89,1,2,L,WD3,,1,,0.1,,,,,,,,,,,,,,,,LIST,
201,Initial,8/19/2002 12:00:00 AM,90,1,2,L,WD1,,2,,0.1,,,,,,,,,,,,,,,,LIST,
201,Initial,8/19/2002 12:00:00 AM,91,1,2,L,WD2,,2,,0.1,,,,,,,,,,,,,,,,ILVO,
201,Initial,8/19/2002 12:00:00 AM,92,1,3,L,WD2,,1,,0.1,,,,,,,,,,,,,,,,LIST,
201,Initial,8/19/2002 12:00:00 AM,93,1,3,L,WD1,,3,,0.1,,,,,,,,,,,,,,,,LIST,
201,Initial,8/19/2002 12:00:00 AM,94,1,3,L,WD1,,1,,0.1,,,,,,,,,,,,,,,,PEBO,
201,Initial,8/19/2002 12:00:00 AM,95,1,3,L,WD1,,16,,0.1,,,,,,,,,,,,,,,,ILVO,
201,Initial,8/19/2002 12:00:00 AM,96,1,3,L,WD3,,1,,0.1,,,,,,,,,,,,,,,,ILVO,
201,Initial,8/19/2002 12:00:00 AM,97,1,3,L,WD2,,5,,0.1,,,,,,,,,,,,,,,,ILVO,
201,Initial,8/19/2002 12:00:00 AM,98,1,4,L,WD2,,1,,0.1,,,,,,,,,,,,,,,,ILVO,
201,Initial,8/19/2002 12:00:00 AM,99,1,4,L,WD2,,2,,0.1,,,,,,,,,,,,,,,,PEBO,
201,Initial,8/19/2002 12:00:00 AM,100,1,4,L,WD1,,6,,0.1,,,,,,,,,,,,,,,,PEBO,
201,Initial,8/19/2002 12:00:00 AM,101,1,4,L,WD3,,7,,0.1,,,,,,,,,,,,,,,,PEBO,
201,Initial,8/19/2002 12:00:00 AM,102,1,4,L,WD1,,5,,0.1,,,,,,,,,,,,,,,,ILVO,
201,Initial,8/19/2002 12:00:00 AM,103,1,4,L,WD1,,1,,0.1,,,,,,,,,,,,,,,,LIST,
201,Initial,8/19/2002 12:00:00 AM,104,1,5,L,WD1,,4,,0.1,,,,,,,,,,,,,,,,MAVI,
201,Initial,8/19/2002 12:00:00 AM,105,1,5,L,WD1,,11,,0.1,,,,,,,,,,,,,,,,PEBO,
201,Initial,8/19/2002 12:00:00 AM,106,1,5,L,WD1,,1,,0.1,,,,,,,,,,,,,,,,PIPA,
201,Initial,8/19/2002 12:00:00 AM,107,1,5,L,WD2,,1,,0.1,,,,,,,,,,,,,,,,PIPA,
201,Initial,8/19/2002 12:00:00 AM,108,1,5,L,WD2,,9,,0.1,,,,,,,,,,,,,,,,PEBO,
201,Initial,8/19/2002 12:00:00 AM,109,1,5,L,WD2,,2,,0.1,,,,,,,,,,,,,,,,MAVI,
201,Initial,8/19/2002 12:00:00 AM,110,1,5,L,WD1,,5,,0.1,,,,,,,,,,,,,,,,ILVO,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,,,,,,,,,,,,,,1,5,10,10,100,,,,,,,,True
201,Tr01_01yr01,4/19/2005 12:00:00 AM,1,1,1,L,SS,,3,,0.1,,,,,,,,,,,,,,,,PEBO,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,2,1,1,L,SDL,,5,,0.1,,,,,,,,,,,,,,,,MYCE,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,3,1,1,L,SDL,,40,,0.1,,,,,,,,,,,,,,,,VAAR,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,4,1,1,L,SDL,,6,,0.1,,,,,,,,,,,,,,,,TORA,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,5,1,1,L,SDL,,46,,0.1,,,,,,,,,,,,,,,,SMsp,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,6,1,1,L,SDL,,2,,0.1,,,,,,,,,,,,,,,,PIsp,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,7,1,1,L,SDL,,1,,0.1,,,,,,,,,,,,,,,,PEBO,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,8,1,1,L,SDL,,5,,0.1,,,,,,,,,,,,,,,,LIST,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,9,1,1,L,SDL,,15,,0.1,,,,,,,,,,,,,,,,ILVO,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,10,1,1,L,SDL,,11,,0.1,,,,,,,,,,,,,,,,GESE,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,11,1,1,L,SDL,,33,,0.1,,,,,,,,,,,,,,,,CAAM,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,12,1,1,L,SDL,,1,,0.1,,,,,,,,,,,,,,,,BESC,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,13,1,2,L,SS,,6,,0.1,,,,,,,,,,,,,,,,PEBO,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,14,1,2,L,SDL,,1,,0.1,,,,,,,,,,,,,,,,PIsp,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,15,1,2,L,SDL,,122,,0.1,,,,,,,,,,,,,,,,SMsp,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,16,1,2,L,SDL,,2,,0.1,,,,,,,,,,,,,,,,VAsp,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,17,1,2,L,SDL,,2,,0.1,,,,,,,,,,,,,,,,VIsp,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,18,1,2,L,SDL,,106,,0.1,,,,,,,,,,,,,,,,CAAM,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,19,1,2,L,SDL,,3,,0.1,,,,,,,,,,,,,,,,PEBO,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,20,1,2,L,SS,,4,,0.1,,,,,,,,,,,,,,,,MYCE,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,21,1,2,L,SDL,,47,,0.1,,,,,,,,,,,,,,,,MYCE,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,22,1,2,L,SDL,,3,,0.1,,,,,,,,,,,,,,,,LIST,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,23,1,2,L,SDL,,14,,0.1,,,,,,,,,,,,,,,,GESE,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,24,1,2,L,SDL,,2,,0.1,,,,,,,,,,,,,,,,ILVO,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,25,1,3,L,SDL,,39,,0.1,,,,,,,,,,,,,,,,SMsp,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,26,1,3,L,SS,,15,,0.1,,,,,,,,,,,,,,,,LIST,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,27,1,3,L,SDL,,5,,0.1,,,,,,,,,,,,,,,,MAVI,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,28,1,3,L,SDL,,87,,0.1,,,,,,,,,,,,,,,,HYsp,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,29,1,3,L,SDL,,11,,0.1,,,,,,,,,,,,,,,,GESE,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,30,1,3,L,SDL,,4,,0.1,,,,,,,,,,,,,,,,MYCE,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,31,1,3,L,SDL,,46,,0.1,,,,,,,,,,,,,,,,LIST,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,32,1,4,L,SDL,,14,,0.1,,,,,,,,,,,,,,,,MAVI,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,33,1,4,L,SDL,,39,,0.1,,,,,,,,,,,,,,,,VAsp,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,34,1,4,L,SS,,3,,0.1,,,,,,,,,,,,,,,,SMsp,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,35,1,4,L,SDL,,20,,0.1,,,,,,,,,,,,,,,,SMsp,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,36,1,4,L,SDL,,13,,0.1,,,,,,,,,,,,,,,,QUST,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,37,1,4,L,SDL,,36,,0.1,,,,,,,,,,,,,,,,MYCE,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,38,1,4,L,SS,,2,,0.1,,,,,,,,,,,,,,,,LIST,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,39,1,4,L,SDL,,6,,0.1,,,,,,,,,,,,,,,,LIST,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,40,1,4,L,SDL,,2,,0.1,,,,,,,,,,,,,,,,ILVO,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,41,1,4,L,SDL,,9,,0.1,,,,,,,,,,,,,,,,GESE,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,42,1,4,L,SDL,,51,,0.1,,,,,,,,,,,,,,,,CAAM,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,43,1,4,L,SDL,,3,,0.1,,,,,,,,,,,,,,,,PEBO,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,44,1,5,L,SDL,,3,,0.1,,,,,,,,,,,,,,,,CAAM,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,45,1,5,L,SDL,,4,,0.1,,,,,,,,,,,,,,,,PEBO,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,46,1,5,L,SDL,,49,,0.1,,,,,,,,,,,,,,,,SMsp,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,47,1,5,L,SDL,,4,,0.1,,,,,,,,,,,,,,,,QUST,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,48,1,5,L,SDL,,2,,0.1,,,,,,,,,,,,,,,,QUsp,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,49,1,5,L,SS,,5,,0.1,,,,,,,,,,,,,,,,PEBO,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,50,1,5,L,SDL,,17,,0.1,,,,,,,,,,,,,,,,MYCE,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,51,1,5,L,SDL,,1,,0.1,,,,,,,,,,,,,,,,LIST,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,52,1,5,L,SDL,,2,,0.1,,,,,,,,,,,,,,,,ILVO,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,53,1,5,L,SDL,,26,,0.1,,,,,,,,,,,,,,,,GESE,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,54,1,5,L,SDL,,1,,0.1,,,,,,,,,,,,,,,,HYsp,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,55,1,2,L,LG1,,1,,0.1,,,,,,,,,,,,,,,,PEBO,
201,Tr01_01yr01,4/19/2005 12:00:00 AM,56,1,5,L,WD2,,1,,0.1,,,,,,,,,,,,,,,,PIPA,
201,Tr01_01yr02,5/25/2006 12:00:00 AM,,,,,,,,,,,,,,1,5,10,10,100,,,,,,,,True
201,Tr01_01yr02,5/25/2006 12:00:00 AM,1,1,1,L,SS,,2,,0.1,,,,,,,,,,,,,,,,PEBO,
201,Tr01_01yr02,5/25/2006 12:00:00 AM,2,1,1,L,SDL,,11,,0.1,,,,,,,,,,,,,,,,VAAR,
201,Tr01_01yr02,5/25/2006 12:00:00 AM,3,1,1,L,SDL,,7,,0.1,,,,,,,,,,,,,,,,TORA,
201,Tr01_01yr02,5/25/2006 12:00:00 AM,4,1,1,L,SDL,,10,,0.1,,,,,,,,,,,,,,,,SMsp,
201,Tr01_01yr02,5/25/2006 12:00:00 AM,5,1,1,L,SDL,,2,,0.1,,,,,,,,,,,,,,,,RUsp,
201,Tr01_01yr02,5/25/2006 12:00:00 AM,6,1,1,L,SDL,,1,,0.1,,,,,,,,,,,,,,,,PIsp,
201,Tr01_01yr02,5/25/2006 12:00:00 AM,7,1,1,L,SDL,,1,,0.1,,,,,,,,,,,,,,,,MYCE,
201,Tr01_01yr02,5/25/2006 12:00:00 AM,8,1,1,L,SS,,3,,0.1,,,,,,,,,,,,,,,,LIST,
201,Tr01_01yr02,5/25/2006 12:00:00 AM,9,1,1,L,SDL,,6,,0.1,,,,,,,,,,,,,,,,ILVO,
201,Tr01_01yr02,5/25/2006 12:00:00 AM,10,1,1,L,SDL,,9,,0.1,,,,,,,,,,,,,,,,GESE,
201,Tr01_01yr02,5/25/2006 12:00:00 AM,11,1,1,L,SDL,,17,,0.1,,,,,,,,,,,,,,,,CAAM,
201,Tr01_01yr02,5/25/2006 12:00:00 AM,12,1,2,L,SS,,6,,0.1,,,,,,,,,,,,,,,,MYCE,
201,Tr01_01yr02,5/25/2006 12:00:00 AM,13,1,2,L,SDL,,33,,0.1,,,,,,,,,,,,,,,,SMsp,
201,Tr01_01yr02,5/25/2006 12:00:00 AM,14,1,2,L,SDL,,2,,0.1,,,,,,,,,,,,,,,,RUsp,
201,Tr01_01yr02,5/25/2006 12:00:00 AM,15,1,2,L,SDL,,4,,0.1,,,,,,,,,,,,,,,,PIsp,
201,Tr01_01yr02,5/25/2006 12:00:00 AM,16,1,2,L,SS,,3,,0.1,,,,,,,,,,,,,,,,PEBO,
201,Tr01_01yr02,5/25/2006 12:00:00 AM,17,1,2,L,SDL,,2,,0.1,,,,,,,,,,,,,,,,PEBO,
201,Tr01_01yr02,5/25/2006 12:00:00 AM,18,1,2,L,SDL,,2,,0.1,,,,,,,,,,,,,,,,LYJA,
201,Tr01_01yr02,5/25/2006 12:00:00 AM,19,1,2,L,SDL,,1,,0.1,,,,,,,,,,,,,,,,LIST,
201,Tr01_01yr02,5/25/2006 12:00:00 AM,20,1,2,L,SS,,2,,0.1,,,,,,,,,,,,,,,,ILVO,
201,Tr01_01yr02,5/25/2006 12:00:00 AM,21,1,2,L,SDL,,1,,0.1,,,,,,,,,,,,,,,,ILVO,
201,Tr01_01yr02,5/25/2006 12:00:00 AM,22,1,2,L,SDL,,2,,0.1,,,,,,,,,,,,,,,,GESE,
201,Tr01_01yr02,5/25/2006 12:00:00 AM,23,1,2,L,SS,,11,,0.1,,,,,,,,,,,,,,,,CAAM,
201,Tr01_01yr02,5/25/2006 12:00:00 AM,24,1,2,L,SDL,,51,,0.1,,,,,,,,,,,,,,,,CAAM,
201,Tr01_01yr02,5/25/2006 12:00:00 AM,25,1,2,L,SDL,,10,,0.1,,,,,,,,,,,,,,,,MYCE,
201,Tr01_01yr02,5/25/2006 12:00:00 AM,26,1,2,L,SS,,3,,0.1,,,,,,,,,,,,,,,,LIST,
201,Tr01_01yr02,5/25/2006 12:00:00 AM,27,1,3,L,SDL,,1,,0.1,,,,,,,,,,,,,,,,NYSY,
201,Tr01_01yr02,5/25/2006 12:00:00 AM,28,1,3,L,SS,,3,,0.1,,,,,,,,,,,,,,,,VAAR,
201,Tr01_01yr02,5/25/2006 12:00:00 AM,29,1,3,L,SDL,,4,,0.1,,,,,,,,,,,,,,,,SYTI,
201,Tr01_01yr02,5/25/2006 12:00:00 AM,30,1,3,L,SDL,,32,,0.1,,,,,,,,,,,,,,,,SMsp,
201,Tr01_01yr02,5/25/2006 12:00:00 AM,31,1,3,L,SS,,3,,0.1,,,,,,,,,,,,,,,,PEBO,
201,Tr01_01yr02,5/25/2006 12:00:00 AM,32,1,3,L,SS,,1,,0.1,,,,,,,,,,,,,,,,MYCE,
201,Tr01_01yr02,5/25/2006 12:00:00 AM,33,1,3,L,SDL,,4,,0.1,,,,,,,,,,,,,,,,MYCE,
201,Tr01_01yr02,5/25/2006 12:00:00 AM,34,1,3,L,SDL,,7,,0.1,,,,,,,,,,,,,,,,LIST,
201,Tr01_01yr02,5/25/2006 12:00:00 AM,35,1,3,L,SDL,,3,,0.1,,,,,,,,,,,,,,,,GESE,
201,Tr01_01yr02,5/25/2006 12:00:00 AM,36,1,3,L,SS,,4,,0.1,,,,,,,,,,,,,,,,CAAM,
201,Tr01_01yr02,5/25/2006 12:00:00 AM,37,1,3,L,SS,,11,,0.1,,,,,,,,,,,,,,,,LIST,
201,Tr01_01yr02,5/25/2006 12:00:00 AM,38,1,3,L,SDL,,4,,0.1,,,,,,,,,,,,,,,,RUsp,
201,Tr01_01yr02,5/25/2006 12:00:00 AM,39,1,4,L,SS,,4,,0.1,,,,,,,,,,,,,,,,CAAM,
201,Tr01_01yr02,5/25/2006 12:00:00 AM,40,1,4,L,SDL,,16,,0.1,,,,,,,,,,,,,,,,SMsp,
